,experiences_offered,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,price,neighbourhood,minimum_nights,maximum_nights
6063,none,52.51025,13.49434,Apartment,Entire home/apt,2,1.0,0.0,30.0,Lichtenberg,7,21
6064,none,52.500440000000005,13.454260000000001,Apartment,Private room,2,1.0,1.0,22.0,Friedrichshain,1,1125
6065,none,52.50496,13.46795,Apartment,Private room,3,1.0,1.0,25.0,Friedrichshain,2,1125
6066,none,52.43891,13.550170000000001,Apartment,Shared room,1,1.0,1.0,15.0,Adlershof,1,1125
6067,none,52.55985,13.380999999999998,Apartment,Entire home/apt,3,1.0,2.0,15.0,Wedding,7,1125
6069,none,52.52361,13.481079999999999,Apartment,Private room,3,2.5,1.0,28.0,Fennpfuhl,2,1125
6070,none,52.49632,13.340589999999999,Apartment,Private room,2,1.5,1.0,50.0,Schöneberg,2,1125
6071,none,52.507580000000004,13.47224,Apartment,Entire home/apt,2,1.0,1.0,48.0,Friedrichshain,7,1125
6073,none,52.5194,13.55809,House,Entire home/apt,9,2.0,5.0,165.0,Biesdorf,3,30
6074,none,52.52646,13.332679999999998,Apartment,Entire home/apt,3,1.0,2.0,30.0,Moabit,2,1125
6075,none,52.506640000000004,13.407370000000002,Apartment,Private room,2,1.0,1.0,60.0,Mitte,3,1125
6076,none,52.50422,13.43777,Apartment,Entire home/apt,2,1.0,1.0,85.0,Kreuzberg,2,30
6077,none,52.54036,13.420720000000001,Cottage,Entire home/apt,3,1.0,1.0,109.0,Prenzlauer Berg,2,1125
6078,none,52.51661,13.47359,Apartment,Entire home/apt,2,1.0,1.0,45.0,Friedrichshain,3,1125
6079,none,52.496019999999994,13.339260000000001,Apartment,Entire home/apt,5,2.0,3.0,195.0,Schöneberg,3,14
6080,none,52.52633,13.39379,Condominium,Entire home/apt,4,1.5,2.0,159.0,Mitte,1,30
6081,none,52.50557,13.46277,Apartment,Private room,2,2.0,1.0,115.0,Friedrichshain,1,1125
6082,none,52.49064,13.405520000000001,Apartment,Private room,1,1.0,1.0,55.0,Kreuzberg,1,1125
6083,none,52.48465,13.43542,Apartment,Entire home/apt,5,1.0,3.0,60.0,Neukölln,4,7
6084,none,52.46856999999999,13.423979999999998,Apartment,Private room,1,1.0,1.0,30.0,Neukölln,1,1125
6085,none,52.543569999999995,13.43881,Apartment,Entire home/apt,2,1.0,1.0,34.0,Prenzlauer Berg,2,1125
6087,none,52.49735,13.38185,Apartment,Entire home/apt,4,1.0,1.0,50.0,Kreuzberg,2,1125
6088,none,52.50284,13.427,Apartment,Entire home/apt,4,1.0,2.0,95.0,Kreuzberg,2,14
6089,none,52.518159999999995,13.45592,Apartment,Private room,4,1.0,1.0,58.0,Friedrichshain,2,6
6090,none,52.5288,13.44697,Apartment,Entire home/apt,2,1.0,1.0,42.0,Prenzlauer Berg,6,14
6091,none,52.509930000000004,13.459620000000001,Apartment,Entire home/apt,2,1.0,1.0,70.0,Friedrichshain,4,1125
6092,none,52.49827,13.34787,Apartment,Entire home/apt,3,1.0,1.0,70.0,Schöneberg,1,1125
6094,none,52.507769999999994,13.4701,Condominium,Private room,3,1.0,1.0,35.0,Friedrichshain,1,1125
6097,none,52.51331,13.45406,Apartment,Entire home/apt,1,1.0,1.0,80.0,Friedrichshain,1,1125
6098,none,52.49077,13.38776,Apartment,Entire home/apt,2,1.0,1.0,33.0,Kreuzberg,2,365
6099,none,52.498419999999996,13.384979999999999,Apartment,Private room,1,1.0,1.0,17.0,Kreuzberg,6,1125
6100,none,52.53108,13.41116,Apartment,Entire home/apt,3,1.0,2.0,69.0,Prenzlauer Berg,5,14
6102,none,52.52985,13.40903,Serviced apartment,Entire home/apt,10,2.0,4.0,300.0,Prenzlauer Berg,1,1122
6103,none,52.515480000000004,13.288,Apartment,Private room,1,1.0,1.0,23.0,Charlottenburg,1,1125
6104,none,52.46516999999999,13.343739999999999,Apartment,Private room,2,1.0,1.0,16.0,Schöneberg,1,1125
6106,none,52.574940000000005,13.43968,Apartment,Entire home/apt,4,1.0,2.0,70.0,Heinersdorf,3,14
6107,none,52.52516,13.3993,Apartment,Private room,2,1.0,1.0,76.0,Mitte,3,1125
6108,none,52.543659999999996,13.361379999999999,Apartment,Entire home/apt,2,1.0,1.0,30.0,Wedding,1,1125
6109,none,52.49855,13.441479999999999,Apartment,Private room,2,1.0,1.0,40.0,Kreuzberg,1,1125
6110,none,52.529140000000005,13.4218,Apartment,Shared room,1,1.0,1.0,15.0,Prenzlauer Berg,1,1125
6112,none,52.547,13.40421,Apartment,Entire home/apt,2,1.0,1.0,30.0,Prenzlauer Berg,7,30
6113,none,52.52162,13.44529,Apartment,Entire home/apt,3,1.5,2.0,100.0,Friedrichshain,5,10
6114,none,52.50873000000001,13.46475,Condominium,Entire home/apt,4,2.0,1.0,200.0,Friedrichshain,5,1125
6115,none,52.48065,13.423779999999999,Apartment,Private room,2,1.0,1.0,55.0,Neukölln,4,1125
6116,none,52.49125,13.25871,Townhouse,Private room,2,1.0,1.0,25.0,Westend,2,7
6118,none,52.50658000000001,13.399629999999998,Apartment,Entire home/apt,2,1.0,1.0,95.0,Kreuzberg,3,5
6119,none,52.53284,13.42423,Apartment,Private room,2,2.0,1.0,80.0,Prenzlauer Berg,2,7
6120,none,52.511680000000005,13.4459,Apartment,Entire home/apt,2,1.0,1.0,40.0,Friedrichshain,3,20
6121,none,52.53055,13.3867,Apartment,Private room,2,1.0,1.0,25.0,Mitte,1,7
6123,none,52.49827,13.30914,Apartment,Private room,1,1.0,1.0,40.0,Wilmersdorf,3,1125
6124,none,52.4681,13.42906,Apartment,Private room,1,1.0,1.0,25.0,Neukölln,1,1125
6125,none,52.48693000000001,13.46499,Serviced apartment,Entire home/apt,10,2.0,3.0,200.0,Plänterwald,3,1125
6126,none,52.49649,13.44687,Apartment,Private room,4,1.5,2.0,40.0,Kreuzberg,3,29
6127,none,52.52559,13.45735,Apartment,Entire home/apt,2,1.0,1.0,80.0,Prenzlauer Berg,2,30
6128,none,52.513490000000004,13.439,Apartment,Private room,1,1.0,1.0,18.0,Friedrichshain,4,1125
6129,none,52.498490000000004,13.459610000000001,Condominium,Entire home/apt,5,1.0,2.0,100.0,Friedrichshain,3,21
6130,none,52.49037,13.37679,Apartment,Entire home/apt,4,1.0,0.0,48.0,Kreuzberg,4,500
6131,none,52.488,13.37549,Apartment,Entire home/apt,2,1.0,2.0,115.0,Kreuzberg,1,1125
6132,none,52.49156,13.451210000000001,Apartment,Private room,1,1.0,1.0,17.0,Alt-Treptow,3,1125
6133,none,52.52616999999999,13.44899,Apartment,Private room,2,1.0,1.0,25.0,Friedrichshain,2,1125
6134,none,52.56448,13.39296,Apartment,Private room,2,1.0,1.0,25.0,Wedding,2,14
6135,none,52.548190000000005,13.368379999999998,Apartment,Private room,1,1.0,1.0,16.0,Wedding,1,1125
6136,none,52.473330000000004,13.42435,Apartment,Entire home/apt,3,1.0,1.0,42.0,Neukölln,1,1125
6137,none,52.4894,13.429839999999999,Apartment,Private room,1,1.0,1.0,25.0,Neukölln,1,2
6138,none,52.477509999999995,13.42486,Loft,Entire home/apt,2,1.0,0.0,34.0,Neukölln,1,1125
6140,none,52.480540000000005,13.44029,Apartment,Private room,2,1.0,1.0,22.0,Neukölln,1,1125
6141,none,52.553000000000004,13.383560000000001,Apartment,Private room,2,1.0,1.0,20.0,Wedding,1,1125
6142,none,52.478730000000006,13.447429999999999,Apartment,Entire home/apt,2,1.0,1.0,65.0,Neukölln,1,1125
6143,none,52.49131,13.41586,Apartment,Private room,2,1.0,1.0,55.0,Kreuzberg,1,1125
6144,none,52.51891,13.4644,Apartment,Entire home/apt,2,1.0,1.0,45.0,Friedrichshain,2,1125
6145,none,52.45731,13.37909,Apartment,Private room,2,1.0,1.0,17.0,Tempelhof,1,1125
6146,none,52.4765,13.423689999999999,Apartment,Entire home/apt,2,1.0,1.0,55.0,Neukölln,5,1125
6147,none,52.52392,13.39944,Apartment,Entire home/apt,2,1.0,1.0,50.0,Mitte,3,11
6148,none,52.48789,13.35643,Apartment,Private room,2,1.0,1.0,50.0,Schöneberg,1,1125
6149,none,52.54922,13.394060000000001,Townhouse,Private room,2,1.0,1.0,25.0,Wedding,1,1125
6150,none,52.47781,13.42895,Apartment,Entire home/apt,4,1.0,2.0,52.0,Neukölln,1,1125
6152,none,52.539159999999995,13.40801,Condominium,Entire home/apt,2,1.0,1.0,29.0,Prenzlauer Berg,7,44
6154,none,52.50793,13.458770000000001,Apartment,Private room,2,1.5,1.0,40.0,Friedrichshain,5,12
6157,none,52.52242,13.34259,Apartment,Entire home/apt,3,1.0,1.0,50.0,Hansaviertel,1,1125
6159,none,52.51282,13.289810000000001,Apartment,Entire home/apt,3,0.5,1.0,40.0,Charlottenburg,4,1125
6160,none,52.54631,13.412279999999999,Apartment,Entire home/apt,2,1.0,1.0,78.0,Prenzlauer Berg,4,8
6161,none,52.53147,13.333079999999999,Apartment,Entire home/apt,2,1.0,1.0,69.0,Moabit,2,15
6162,none,52.499080000000006,13.43655,Apartment,Private room,1,1.0,1.0,40.0,Kreuzberg,7,30
6163,none,52.47846,13.34489,Apartment,Entire home/apt,2,1.0,1.0,30.0,Schöneberg,2,1125
6164,none,52.52476,13.447000000000001,Apartment,Private room,1,1.0,1.0,20.0,Friedrichshain,1,1125
6165,none,52.48828,13.354170000000002,Apartment,Private room,1,1.0,1.0,25.0,Schöneberg,1,1125
6166,none,52.48803,13.417270000000002,Apartment,Entire home/apt,2,1.0,2.0,50.0,Kreuzberg,4,8
6167,none,52.53386999999999,13.42084,Apartment,Entire home/apt,6,1.0,2.0,100.0,Prenzlauer Berg,1,15
6168,none,52.496219999999994,13.42116,Condominium,Private room,2,2.0,1.0,40.0,Kreuzberg,2,1125
6171,none,52.50866,13.30476,Apartment,Entire home/apt,2,1.0,1.0,50.0,Charlottenburg,5,7
6172,none,52.49485,13.3182,Apartment,Entire home/apt,3,1.5,2.0,88.0,Wilmersdorf,4,1125
6173,none,52.57501,13.362,Apartment,Private room,2,1.0,1.0,15.0,Reinickendorf,2,1125
6174,none,52.49329,13.317029999999999,Condominium,Private room,1,1.5,1.0,50.0,Wilmersdorf,4,1125
6175,none,52.49276,13.31802,Condominium,Private room,2,1.5,1.0,65.0,Wilmersdorf,4,1125
6176,none,52.49719,13.414370000000002,Apartment,Private room,2,1.0,1.0,30.0,Kreuzberg,5,1125
6177,none,52.55636,13.38732,Apartment,Private room,1,1.0,1.0,18.0,Wedding,3,180
6178,none,52.52862,13.38875,Apartment,Entire home/apt,4,1.0,1.0,72.0,Mitte,1,1125
6180,none,52.53216,13.43474,Apartment,Entire home/apt,2,1.0,1.0,90.0,Prenzlauer Berg,4,1125
6181,none,52.482780000000005,13.4337,Apartment,Private room,2,1.5,1.0,25.0,Neukölln,2,1125
6182,none,52.5117,13.416329999999999,Condominium,Private room,1,2.0,1.0,15.0,Mitte,1,1125
6184,none,52.51656,13.471729999999999,Apartment,Entire home/apt,2,1.0,1.0,30.0,Friedrichshain,2,1125
6185,none,52.49241,13.41106,Apartment,Private room,2,1.0,1.0,60.0,Kreuzberg,2,1125
6186,none,52.53394,13.419620000000002,Apartment,Entire home/apt,5,1.0,2.0,100.0,Prenzlauer Berg,1,20
6187,none,52.55126,13.379229999999998,Apartment,Private room,2,1.0,1.0,33.0,Wedding,2,5
6189,none,52.51395,13.47206,Apartment,Private room,4,1.0,1.0,45.0,Friedrichshain,1,90
6190,none,52.48124,13.43808,Apartment,Private room,2,1.0,1.0,50.0,Neukölln,6,19
6191,none,52.49567,13.3994,Apartment,Entire home/apt,3,1.0,1.0,47.0,Kreuzberg,1,1125
6192,none,52.499030000000005,13.361189999999999,Apartment,Private room,2,1.0,1.0,35.0,Schöneberg,5,1125
6193,none,52.507709999999996,13.390889999999999,Apartment,Entire home/apt,4,1.0,1.0,150.0,Mitte,3,1125
6194,none,52.489059999999995,13.39515,Apartment,Private room,2,1.5,1.0,28.0,Kreuzberg,3,1125
6195,none,52.55019,13.41557,Apartment,Entire home/apt,2,1.0,1.0,57.0,Prenzlauer Berg,2,365
6196,none,52.47189,13.4317,Apartment,Private room,2,1.0,1.0,55.0,Neukölln,2,1125
6197,none,52.48331999999999,13.32041,Apartment,Entire home/apt,1,1.0,1.0,22.0,Wilmersdorf,1,1125
6198,none,52.490869999999994,13.4221,Apartment,Entire home/apt,4,1.0,2.0,100.0,Kreuzberg,1,1125
6199,none,52.52721,13.341729999999998,Apartment,Entire home/apt,2,1.0,1.0,47.0,Moabit,3,14
6200,none,52.552330000000005,13.41685,Apartment,Entire home/apt,4,1.0,2.0,45.0,Prenzlauer Berg,2,365
6201,none,52.477509999999995,13.34496,Apartment,Private room,2,1.0,1.0,30.0,Schöneberg,1,1125
6202,none,52.51834,13.464960000000001,Apartment,Private room,2,1.0,1.0,23.0,Friedrichshain,1,1125
6203,none,52.50229,13.341610000000001,Apartment,Private room,1,1.0,1.0,55.0,Schöneberg,2,7
6204,none,52.50702,13.4708,Loft,Entire home/apt,4,1.0,1.0,80.0,Friedrichshain,2,31
6205,none,52.54479,13.42575,Apartment,Entire home/apt,3,1.0,1.0,60.0,Prenzlauer Berg,2,1125
6206,none,52.517230000000005,13.425820000000002,Hostel,Shared room,6,1.0,1.0,150.0,Mitte,1,1125
6207,none,52.49103,13.36864,Apartment,Entire home/apt,4,1.0,2.0,80.0,Schöneberg,3,1125
6208,none,52.51335,13.458039999999999,Apartment,Private room,2,1.0,1.0,39.0,Friedrichshain,1,1125
6209,none,52.53886,13.405829999999998,Apartment,Entire home/apt,6,1.0,1.0,130.0,Prenzlauer Berg,2,1125
6210,none,52.493990000000004,13.38199,Condominium,Private room,2,1.0,1.0,55.0,Kreuzberg,2,7
6211,none,52.55259,13.41683,Apartment,Entire home/apt,4,1.5,2.0,68.0,Prenzlauer Berg,2,365
6213,none,52.41878,13.42549,Apartment,Entire home/apt,6,1.0,2.0,89.0,Buckow,3,1125
6214,none,52.55016,13.414760000000001,Apartment,Entire home/apt,3,1.0,1.0,55.0,Prenzlauer Berg,2,365
6216,none,52.54995,13.4163,Apartment,Entire home/apt,3,1.0,1.0,55.0,Prenzlauer Berg,2,365
6217,none,52.5178,13.444289999999999,Apartment,Private room,2,1.0,1.0,45.0,Friedrichshain,6,30
6218,none,52.543519999999994,13.43941,Apartment,Entire home/apt,2,1.0,1.0,85.0,Prenzlauer Berg,3,1125
6219,none,52.51511,13.4597,Loft,Entire home/apt,5,1.0,1.0,89.0,Friedrichshain,1,1125
6220,none,52.53773,13.40642,Apartment,Entire home/apt,5,1.0,1.0,120.0,Prenzlauer Berg,2,1125
6221,none,52.51044,13.45814,Apartment,Entire home/apt,6,1.0,2.0,109.0,Friedrichshain,3,90
6222,none,52.48259,13.35261,Apartment,Entire home/apt,1,1.0,1.0,50.0,Schöneberg,4,1125
6223,none,52.48255,13.43631,Apartment,Private room,1,1.0,1.0,15.0,Neukölln,1,1125
6225,none,52.44486,13.303410000000001,Apartment,Entire home/apt,2,1.0,1.0,45.0,Lichterfelde,4,1125
6226,none,52.4835,13.43762,Apartment,Private room,1,1.0,1.0,48.0,Neukölln,1,1125
6227,none,52.488609999999994,13.419070000000001,Apartment,Entire home/apt,3,1.5,1.0,123.0,Kreuzberg,7,20
6228,none,52.549969999999995,13.422139999999999,Apartment,Entire home/apt,2,1.0,1.0,37.0,Prenzlauer Berg,2,7
6229,none,52.48809,13.43559,Apartment,Private room,2,1.0,1.0,19.0,Neukölln,1,1125
6231,none,52.560269999999996,13.46009,Apartment,Entire home/apt,3,1.0,2.0,60.0,Weißensee,1,1125
6233,none,52.4883,13.38584,Apartment,Private room,4,1.0,2.0,70.0,Kreuzberg,2,1125
6234,none,52.550430000000006,13.34895,Apartment,Private room,2,1.0,1.0,25.0,Wedding,2,1125
6235,none,52.55993,13.38146,Apartment,Private room,2,1.0,1.0,25.0,Wedding,3,1125
6236,none,52.4997,13.365379999999998,Apartment,Private room,2,1.5,1.0,34.0,Tiergarten,2,24
6237,none,52.49058,13.43183,Apartment,Private room,2,1.0,1.0,25.0,Neukölln,1,1125
6238,none,52.50801,13.45704,Apartment,Entire home/apt,5,1.0,1.0,170.0,Friedrichshain,1,1125
6239,none,52.55368000000001,13.41172,Apartment,Private room,2,1.0,1.0,20.0,Prenzlauer Berg,1,1125
6240,none,52.5239,13.41802,Serviced apartment,Entire home/apt,2,1.0,0.0,105.0,Mitte,3,1125
6241,none,52.525040000000004,13.41425,Apartment,Private room,2,1.0,1.0,35.0,Mitte,3,4
6242,none,52.510709999999996,13.447779999999998,Apartment,Private room,2,1.0,1.0,35.0,Friedrichshain,1,13
6244,none,52.534530000000004,13.42291,Apartment,Entire home/apt,4,1.0,2.0,45.0,Prenzlauer Berg,1,1125
6245,none,52.59924,13.295020000000001,House,Private room,2,1.0,1.0,39.0,Tegel,1,1125
6246,none,52.55449,13.4192,Apartment,Entire home/apt,4,1.0,2.0,59.0,Pankow,3,1125
6247,none,52.545159999999996,13.432210000000001,Condominium,Entire home/apt,4,1.0,1.0,60.0,Prenzlauer Berg,2,1125
6250,none,52.536190000000005,13.429820000000001,Apartment,Entire home/apt,4,1.0,0.0,32.0,Prenzlauer Berg,1,1125
6251,none,52.5344,13.34949,Apartment,Private room,2,1.0,1.0,32.0,Moabit,2,1125
6252,none,52.46533,13.42702,Condominium,Private room,2,1.5,1.0,29.0,Neukölln,1,1125
6253,none,52.510259999999995,13.28465,Apartment,Entire home/apt,3,1.0,1.0,60.0,Westend,1,1125
6254,none,52.52267,13.451410000000001,Apartment,Entire home/apt,5,1.0,2.0,160.0,Friedrichshain,4,30
6255,none,52.533669999999994,13.42255,Apartment,Entire home/apt,2,1.0,0.0,34.0,Prenzlauer Berg,7,1125
6256,none,52.543040000000005,13.42344,Apartment,Entire home/apt,2,1.0,0.0,45.0,Prenzlauer Berg,2,1125
6257,none,52.541630000000005,13.425360000000001,Apartment,Entire home/apt,2,1.0,0.0,45.0,Prenzlauer Berg,1,25
6258,none,52.53471999999999,13.34759,Apartment,Private room,2,1.0,1.0,20.0,Moabit,3,1125
6259,none,52.523540000000004,13.29928,Apartment,Private room,3,1.0,1.0,34.0,Charlottenburg,3,1125
6260,none,52.60397,13.31805,Guesthouse,Entire home/apt,2,1.0,1.0,60.0,Waidmannslust,1,1125
6261,none,52.520990000000005,13.35515,Apartment,Private room,1,1.0,1.0,20.0,Moabit,1,1125
6262,none,52.47314,13.33889,Apartment,Private room,2,1.5,1.0,25.0,Schöneberg,1,1125
6263,none,52.48693000000001,13.45752,Loft,Entire home/apt,2,1.0,1.0,68.0,Alt-Treptow,2,1125
6264,none,52.525569999999995,13.41065,Apartment,Private room,2,1.0,1.0,40.0,Mitte,2,1125
6265,none,52.51574,13.41964,Apartment,Private room,1,1.0,1.0,39.0,Mitte,1,31
6266,none,52.5325,13.38088,Apartment,Entire home/apt,6,3.0,3.0,300.0,Mitte,3,28
6267,none,52.5224,13.45057,Apartment,Private room,2,1.0,1.0,35.0,Friedrichshain,2,10
6268,none,52.48025,13.42719,Apartment,Private room,2,2.0,1.0,41.0,Neukölln,1,1125
6269,none,52.50116,13.422020000000002,Apartment,Entire home/apt,2,1.0,1.0,42.0,Kreuzberg,4,14
6270,none,52.55145,13.347389999999999,Apartment,Private room,1,1.0,1.0,20.0,Wedding,1,1125
6271,none,52.46876999999999,13.432670000000002,Apartment,Entire home/apt,2,1.0,1.0,40.0,Neukölln,5,28
6272,none,52.49446999999999,13.43416,Apartment,Private room,2,1.0,1.0,25.0,Kreuzberg,2,1125
6274,none,52.49001,13.38447,Apartment,Entire home/apt,5,1.5,1.0,44.0,Kreuzberg,2,365
6275,none,52.51323000000001,13.44696,Apartment,Private room,2,2.5,1.0,35.0,Friedrichshain,1,1125
6276,none,52.51065,13.503120000000001,Apartment,Private room,1,1.0,1.0,16.0,Rummelsburg,3,7
6277,none,52.51493000000001,13.45996,Boutique hotel,Private room,4,1.0,1.0,52.0,Friedrichshain,1,1125
6280,none,52.46751999999999,13.4332,Apartment,Private room,2,1.0,1.0,22.0,Neukölln,7,1125
6281,none,52.491969999999995,13.39674,Apartment,Private room,1,1.0,1.0,15.0,Kreuzberg,1,1125
6282,none,52.47421,13.4497,Apartment,Entire home/apt,3,1.0,1.0,40.0,Neukölln,5,1125
6283,none,52.512890000000006,13.302389999999999,Apartment,Entire home/apt,3,1.0,1.0,62.0,Charlottenburg,2,1125
6284,none,52.489,13.43085,Apartment,Private room,2,1.0,1.0,15.0,Neukölln,1,1125
6285,none,52.483019999999996,13.444139999999999,Apartment,Private room,1,1.0,1.0,32.0,Neukölln,1,1125
6286,none,52.471509999999995,13.43128,Apartment,Private room,2,1.0,1.0,35.0,Neukölln,3,1125
6287,none,52.49429,13.391010000000001,Apartment,Entire home/apt,5,1.0,2.0,120.0,Kreuzberg,7,14
6288,none,52.554809999999996,13.389870000000002,Apartment,Private room,2,1.0,1.0,25.0,Wedding,2,1125
6289,none,52.46675,13.437479999999999,Apartment,Entire home/apt,1,1.0,1.0,40.0,Neukölln,1,1125
6290,none,52.55818000000001,13.39051,Apartment,Private room,2,1.0,1.0,30.0,Wedding,2,14
6291,none,52.52867,13.388320000000002,Apartment,Entire home/apt,2,1.0,1.0,79.0,Mitte,1,1125
6293,none,52.55851,13.385520000000001,Apartment,Entire home/apt,1,1.0,1.0,27.0,Wedding,7,27
6295,none,52.509640000000005,13.2893,Apartment,Entire home/apt,2,1.0,1.0,40.0,Charlottenburg,5,1125
6296,none,52.533519999999996,13.34821,Apartment,Private room,2,1.0,1.0,25.0,Moabit,1,1125
6297,none,52.53585,13.380770000000002,Apartment,Entire home/apt,4,1.0,2.0,110.0,Mitte,3,90
6298,none,52.53314,13.40158,Condominium,Entire home/apt,3,1.0,1.0,100.0,Mitte,3,90
6299,none,52.53281,13.33499,Apartment,Entire home/apt,4,1.0,2.0,80.0,Moabit,1,1125
6300,none,52.46683,13.5098,Apartment,Private room,2,1.0,1.0,20.0,Oberschöneweide,1,1125
6301,none,52.484190000000005,13.431970000000002,Apartment,Entire home/apt,6,1.0,2.0,142.0,Neukölln,3,1124
6302,none,52.561040000000006,13.38251,Apartment,Private room,2,1.0,1.0,18.0,Wedding,2,1125
6303,none,52.52395,13.41797,Serviced apartment,Entire home/apt,2,2.0,1.0,115.0,Mitte,3,1125
6304,none,52.52394,13.41792,Serviced apartment,Entire home/apt,4,2.0,2.0,140.0,Mitte,3,1125
6305,none,52.54915,13.449329999999998,Apartment,Shared room,2,1.0,1.0,40.0,Weißensee,2,7
6306,none,52.5219,13.40434,Apartment,Entire home/apt,3,1.0,1.0,59.0,Mitte,2,1125
6307,none,52.54974,13.34733,Apartment,Private room,3,1.0,1.0,30.0,Wedding,1,1125
6309,none,52.535090000000004,13.39895,Apartment,Entire home/apt,3,1.0,1.0,50.0,Mitte,3,1125
6310,none,52.50104,13.44006,Apartment,Entire home/apt,3,1.0,2.0,110.0,Kreuzberg,3,1125
6311,none,52.53686999999999,13.410479999999998,Apartment,Entire home/apt,2,1.0,1.0,40.0,Prenzlauer Berg,1,1125
6313,none,52.53256,13.38221,Apartment,Entire home/apt,6,2.0,3.0,300.0,Mitte,3,28
6316,none,52.502280000000006,13.42874,Apartment,Entire home/apt,4,1.0,2.0,70.0,Kreuzberg,5,1125
6317,none,52.537580000000005,13.48554,Apartment,Private room,2,1.0,1.0,35.0,Alt-Hohenschönhausen,1,1125
6318,none,52.477830000000004,13.424079999999998,Condominium,Private room,1,1.0,1.0,27.0,Neukölln,3,1125
6320,none,52.46991,13.43085,Apartment,Private room,1,1.0,1.0,16.0,Neukölln,5,1125
6321,none,52.4843,13.35196,Apartment,Private room,2,1.0,1.0,28.0,Schöneberg,2,1125
6322,none,52.49746,13.36819,Apartment,Private room,2,1.0,1.0,23.0,Schöneberg,4,1125
6323,none,52.53447,13.42635,Apartment,Entire home/apt,2,1.0,1.0,60.0,Prenzlauer Berg,2,1125
6324,none,52.51195,13.46684,Apartment,Private room,2,1.0,1.0,60.0,Friedrichshain,1,30
6325,none,52.480109999999996,13.440660000000001,Apartment,Private room,2,1.0,1.0,25.0,Neukölln,2,14
6326,none,52.55979,13.41951,Apartment,Private room,1,2.0,1.0,17.0,Pankow,1,1125
6327,none,52.51048,13.623470000000001,Guesthouse,Entire home/apt,2,1.0,1.0,49.0,Mahlsdorf,3,90
6328,none,52.57226,13.355739999999999,Apartment,Private room,1,1.0,1.0,129.0,Reinickendorf,1,1125
6329,none,52.4798,13.268089999999999,Apartment,Private room,2,2.0,1.0,40.0,Grunewald,2,1125
6330,none,52.488130000000005,13.42748,Apartment,Private room,2,1.0,1.0,41.0,Neukölln,5,1125
6331,none,52.514959999999995,13.455010000000001,Apartment,Entire home/apt,2,1.0,1.0,60.0,Friedrichshain,1,1125
